review_text,Review_Angles
better than every one of the Nintendo switch pokemon games,"Comparative Quality, Overall Superiority to Pokémon"
better than ark,Comparative Quality
this game is amazing its Pokemon meets Ark all the critter catching of pokemon with the survival and building of ark for a early access game its had surprisingly few problems iv put 70+ hours into the game and probably be putting another 100+ hours in cant wait to watch this game evolve and grow i suggest paying the price now before it goes into full release and most likely doubles in price !!,"Gameplay Loop, Technical Stability, Consumer Value"
nice,Overall Satisfaction
pokemon trainer go pew pew with gun haha nice,"Humor, Novelty"
"good so far, looking forward to the update","Current Satisfaction, Update Anticipation"
wow join YSPDMA,"Enthusiastic Reaction, Community Invitation"
"+1
",Positive Endorsement
"A fun and, most importantly, working co-op from the very start of the game. Full gamepad support. Overall good quality for early access.

However, the game has a lot of non-critical bugs, which together leave an unpleasant aftertaste. If the developers release the game roughly ""as is"", it will be a disaster, which is why there is a negative review in advance.

The main problem of the game is NPC pathfinding. It's hard to find a game where it's done worse. At the same time, it is impossible to build an effective base without overcoming the vagaries of pathfinding. And this is more like reverse engineering than playing a video game.

I liked the game, I hope it will be fixed before release.","Co-op Experience, Technical Stability, AI Pathfinding"
I've never even played a pokemon game or watched it but this game caught my interest. I've already invested almost 20 hours in the first weekend it released. Great gameplay loop amd super satisfying to play. Can't recommend it enough.,"Newcomer Appeal, Gameplay Loop, Player Satisfaction"
"This is what people want in a new game release. Cute animal characters, guns, and slavery. 10/10","Character Aesthetics, Combat Mechanics, Thematic Elements"
Pokemon + Ark = $30 well spent on a game that has more replayability than most AAA titles that have come out in the last 4 years,"Value for Money, Replayability"
People call this a pokemon clone and they are wrong. The world is an example of what gamephreak could produce if they cared. The game features a beautiful open world with very few bugs and an enticing gameplay loop keeps me comming back for more.,"Open World Design, Technical Stability, Gameplay Loop"
This game is exactly what Pokemon fans have been wanting for years but Game Freak just ain't bothered to create it themselves so instead some others have. Thank you :),"Fan Wish Fulfillment, Official Developer Criticism"
Love it,Overall Satisfaction
Like it,Overall Satisfaction
"Overrated !
At first glance it seems amazing but after the first 20 levels or so you realize that it's shallow in terms of content.
It starts to get repeatable and boring really fast even if you play with others.
Can't recommend it just yet especially with this price tag.","Content Depth, Gameplay Repetition, Value for Price"
"TL:DR: 6/10 good (unfinished) game/potentially 8 or even 9 later on. little something for everyone. Easy to Hard modes with a custom setting that has more choices then a Bethesda character creation screen. Fallout 3 lovable jank levels on a LENOVO computer with intel core i7-9700 cpu, 16 GB ram. Virtual memory 38.4 GB. Intel UHD Graphics 630 Graphics Family. It's worth the money, even better if you get it on sale.
If the Devs see this: look at Azure Dreams monsters for inspiration next. U-boat is my favorite. ^.^

At lvl 41 and 184 hrs at the time of this review: 
It's been a long time since I've felt this feeling from a game. Like FANF, Undertale, Poppy Playtime, ect. had before in the past. It feels like the beginning of something big. These games gave you curiosity about the world and the people in it. It gives me the feeling that it CAN become something great, OR it can become another shit game rotting on the pile of poor decisions of the devs. It's tittering on that that knifes edge right now,  

I had a hard time getting the game to stop crashing first. I finally started to start working after I used -dx12 in the launch options section in the General settings of Palworld on steam. There are youtube videos to help with those issues, but the devs REALLY need to get that fixed so you need to jump though hoops to play. That or I have a shit computer. 
As for jank, bugs, and breaks: nothing too game breaking. In the beginning caves/dungeons I gotten above the map by using the grapple hook in the center of the big open areas. You can short range teleport pals into walls if you fail to catch em since they come out up and to the right of where you threw your sphere. A list of other things. Annoying sure, but like I said above it has jank levels of Fallout 3. Annoyingly lovable jank you can tell your friends about and have a good laugh. Now with the computer specks I listed above I can run Palworld on low graphics somewhat comfortably while running youtube and a web browser (not recommended to run anything at he same time as Palworld). Palworld is a CPU hog to be sure for me at least. If the the Pal jank becomes too much then just slaughter the offending pal to teach the game a lesson.

Now Palworld is made for the long range attacker. Sure you can make a bat or a spear, your bread & butter is going to be your long range stuff/pals which attack mostly with mid to long range attacks. No claws or biting. Guns take a bit to get too. Game play is fine/fun. Building is fun but base space is limited, but you can have multiple bases. (everything deteriorates outside of the base till it breaks). The world is enjoyable, varied, and memorable enough to be talk to someone else about it and have them understand where you are talking about.  Dungeons aren't that varied in shape or Pals, but make up for it in looks. A hot area will look different from a starting area dungeon. OH you can slide in the game by pressing the crouch button while running. 

Catch over killi is the name of the game in Palworld. You get more EXP for catching rather than killing. Also get the items when you catch them as well. Pal spheres disappear after use, so if you miss you waste a sphere. Pals themselves are helpful (when not bugging or being difficult) and your workforce. Unless to like the F key on your keyboard a little too much and wish to wear it out, Pals are your to to for base building, resource gathering, food growing and manufacturing. As well as for protection, riding, and gliding. Early levels means you can't have guns, BUT you can build guns for your PALs as a unlock-able limited PAL move. Or (with other unlock-able moves)  turn your PAL in to the weapon like a grenade, grenade launcher, flamethrower, ect. They are upgrade-able. Some PALs are just suited to base work. It's possible to breed pals/find eggs and get PALs you haven't seen or too high of level to catch at the time. 

Story: No story per say. You're on a ""deserted"" cluster of islands with ancient civilization traces all over. Deal with it by force.  There are journals to find, but that's it. The NPCs mostly look alike, with no in depth personality or looks. About one or two lines of dialog for each.  One friendly small settlement with 6 or 7 people in it. A weak part of the game. I would like to see some personality given to these NPCs in the updates. Maybe a quest or two. Different clothes and faces too. 

I've gone over what I thought was important to talk about, and will add more if I remember/new stuff changes the game drastically. It's a good 6 almost 7 out of 10 game and I feel worth your time and money. Even in it's current early access state. Also more and more mods are being made if you're into that. I could see this turned into an manga or anime at some point. Hope this was worth the read and thank you for your time.","Consumer Value, Technical Stability, Emotional Engagement"
Got this game well after it was out never saw much on definitely not what i was expecting twas a happy surprise so far 57 hours in thoroughly enjoying it,"Expectations, Engagement, Enjoyment"
ok,Overall Impression
"Honestly, Im hooked",User Engagement
"Really good, thought it would be an asset flip shitpost game but its not and its pretty fun.","Production Quality, Gameplay Enjoyment"
"Game was good but after the major update, destroyed the save files on a dedicated server. Tried doing multiple troubleshooting and looking through their discord and online, nobody has a solution and the steps that was posted on the game only is a resolution to single player files. 100+ hours of the game destroyed.","Technical Stability, Customer Support"
"todays subject 
slavery
","Subject Matter, Content Theme"
ads,"Advertising, User Experience"
word do not begin to describe how obsessed i am with this game,"Consumer Obsession, Overall Enthusiasm"
the lovanders make me feel different,Emotional Impact
its pokemon with guns 8/10,Gameplay Loop
"The game is beautiful and engaging. The activities continue to keep me playing.
The need fro at least 16 gigs of ram though is hard on my gaming computer.","Visual Appeal, Gameplay Engagement, Hardware Requirements"
If you like cute and capturing animals to have them fight for you then you will like this game,"Aesthetic Appeal, Gameplay Loop"
"Combine survival and pokemon, you get Palworld!","Genre Fusion, Core Concept"
i like very much. exploring and pals is so nice :),"Exploration, Pals"
ha ha slavery,"Ethical Concerns, Sarcastic Humor"
Definitely worth playing,Consumer Value
This is THE survival/crafting/collecting game I've been waiting for. I didn't know it existed until I stumbled across an ad on FB. The game has been a lot of fun so far and I'm looking forward to future QOL updates.,"Gameplay Loop, Entertainment Value, QOL Improvements"
Pokemon Survival is the best way to put it.,"Survival Gameplay, Genre Description"
ARK Pokemon evolved.,"Pokemon Comparison, Evolution Theme"
Saw some clip of a guy catching a human and then butcher him. That's what made me buy this game.,"Gameplay Violence, Purchase Motivation"
Devs are too slow in updating game. I do not recommend due to lack of content. It feels like a game quickly created in Unity by a bunch of devs.,"Update Frequency, Content Volume, Production Quality"
Good and glad they updated the amount of crashing,Technical Stability
"10/10! Only thing I don't like about this game is that it's not Cross Play, but other than that I love it! <3","Cross-Play Support, Overall Satisfaction"
Fun and exciting,"Fun, Excitement"
Is good fun,Entertainment Value
FUN,Fun Factor
The perfect game.,Overall Excellence
really fun game!,Fun Factor
"addicting, be careful","Addictiveness, Caution"
"This game is what I wished a certain other franchise would become with fun combat and exploration. Definitely better with friends. If you're looking for a good game to sit back, relax, and play, this would be my recommendation.","Gameplay Mechanics, Multiplayer Experience, Relaxation Value"
"It's like Ark, Conan and Pokemon had a baby. It's an absolute blast, and we are obsessed.","Genre Fusion, Entertainment Value"
to laggy,Technical Stability
Just awesome,Overall Satisfaction
awesome game,Consumer Value
Today's subject: Slavery.,"Thematic Content, Social Issues"
"This is what Pokemon Scarlet/Violet tried to be, but Palworld did it 10x better.

If Nintendo pulled their head out of their ass, and started to actually produce a quality game, they could easily become even richer, but they just don't care enough to do so.","Quality Comparison, Developer Effort"
Honestly this game is as addictive as crack. Way better than I expected.,"Addictiveness, Exceeded Expectations"
"---{ Graphics }---
☐ You forget what reality is
☐ Beautiful
☑ Good
☐ Decent
☐ Bad
☐ Don‘t look too long at it
☐ MS-DOS

---{ Gameplay }---
 ☐Very good
☑ Good
☐ It's just gameplay
☐ Mehh
☐ Watch paint dry instead
☐ Just don't

---{ Audio }---
☐ Eargasm
☐ Very good
☑ Good
☐ Not too bad
☐ Bad
☐ I'm now deaf

---{ Audience }---
☑ Kids
☑ Teens
☑ Adults
☐ Grandma

---{ PC Requirements }---
☐ Check if you can run paint
☐ Potato
☑ Decent
☐ Fast
☐ Rich boi
☐ Ask NASA if they have a spare computer

---{ Game Size }---
☐ Floppy Disk
☐ Old Fashioned
☑ Workable
☐ Big
☐ Will eat 10% of your 1TB hard drive
☐ You will want an entire hard drive to hold it
☐ You will need to invest in a black hole to hold all the data

---{ Difficulty }---
☐ Just press 'W'
☐ Easy
☐ Easy to learn / Hard to master
☑ Significant brain usage
☐ Difficult
☐ Dark Souls

---{ Grind }---
☐ Nothing to grind
☐ Only if u care about leaderboards/ranks
☐ Isn't necessary to progress
☐Average grind level
☑ Too much grind towards mid/late game
☐ You'll need a second life for grinding

---{ Story }---
☑ No Story
☐ Some lore
☐ Average
☐ Good
☐ Lovely
☐ It'll replace your life

---{ Game Time }---
☐ Long enough for a cup of coffee
☐ Short
☐ Average
☑ Long
☐ To infinity and beyond

---{ Price }---
☐ It's free!
☑ Worth the price
☐ If it's on sale
☐ If u have some spare money left
☐ Not recommended
☐ You could also just burn your money

---{ Bugs }---
☐ Never heard of
☐ Minor bugs
☑ Can get annoying
☐ ARK: Survival Evolved
☐ The game itself is a big terrarium for bugs

---{ ? / 10 }---
☐ 1
☐ 2
☐ 3
☐ 4
☐ 5
☐ 6
☐ 7
☑ 8
☐ 9
☐ 10

I find that there's a lot of good to this game, but the mid/late game still needs a ton of polishing. There is a lot that goes on at one point and it can feel quite overwheling. You spend a lot of time gathering material, you're almost always crafting something, enhancing your base(s), curing your pals, 

The Good

-There's a lot to do
-the graphics are great
-It's what i was hoping to get in Pokemon Arceus 
-the names of the pals are witty
-it's literally if breath of the wild and pokemon had a baby, except pokemon are near extinction because 90% of the map is empty

The Annoying

-I love exploring the map, but it can get really painful with mount and flying speed. There doesnt seem to be a way to enhance your pals travelling speed or raise their stamina, so whatever pal you have is what you get. 
-You need to collect green effigies to add a passive upgrade to your catching rate. I kinda wish that the map put a mark where the effigy was collected. When playing with friends it can get super annoying to follow your friend only to find out that you already got that effigy. 
-The random raids are fun. they dont take place too often. The enemy pathing, however, could use a lot of improvement. I make walls around my base and the enemies still find a way to walk through a small crack in the wall. I was able to place a wall in such a way where the enemies would get stuck standing on a rock and never attack.... easy mode but kinda lame.
-It's quite annoying that the F key is used for many different actions. As much as it's great, it gets very tricky to do the right action when youre in a highly populated area. I press F to open a box, but nope my pal is too close to me so i pick him up instead. When you do that 5 times in a row it gets super frustrating. OK i moved a bit and press F again and nope this time the game registered that i want to fly so i jump on my mount and now i cant open my box. Oh wait i cant get off my bird in front of a box so i need to move again.
-I think that there are too many versions of the pal sphere for the level cap in the game. it seems that every ball is good for ~10 enemy levels (i.e if someone is level 15 you should be using at least a T2 pal sphere). At one point you will end up with hundreds of T1 spheres and have no use for them. It doesnt matter if your character is the same level as a 45 pal, a T1 ball has less than a 0.5% catch rate (instant fail). It kinda sucks that the lower balls are absolutely useless towards end game, i would mimic pokemon a little more and have T1 balls have a success rate on higher tier pals. I'd also like to see different spheres that have better catch rates depending on specific conditions (night time balls, in hot areas, in cold areas, etc)
-The game tries to recycle lower level mats to make better material, but i still find that you are stuck with a tons of level level mats at one point with no use to them. IT would be great if you could recycle mats to produce better mats. For example, exchanging 10 T1 pal spheres will give you 1 T2 sphere (or something like that)
-The bugs in the game are annoying but aren't game breaking. I've spawned from the loading screen under the map, and the only way out way to fly up to the ground (yes that sounds weird) and then hop off your bird which gives you slightly more height for you to pop out of the earth. My friend was also attacking a pal in a dungeon and the pal body slammed my friend and i literally witness the pal push my friend through the ground into the depths of hell, and my friend immediately respawned in our base. 
-leveling gets really painful towards the mid/late game (35+). The amount of pals you need to capture vs the amount of balls you need to throw vs the amount of material you need to gather + repair your gear. It took me ~10 hours to get from 30-35 when it took me about the same amount of time to go from 1-30. Mind you, as i mentioned there is so much happening in the game that you get distracted very quickly and veer off from your personal objectives. Lets go gather stuff, OU LOOK A NEW PAL, lets to go get that waypoint, OUU LOOK an Effigy. 
-This game ain't for people who have ADHD
-It kinda sucks that my friend can't play the world we started until i'm playing (I'm the host). Would be cool if either of us can solo play and not lose progess
-pals don't evolve like in Pokemon, even if there are obvious evolutions in this game.","Production Quality, Gameplay Experience, Accessibility Factors"
